ProductID,ProductName,ProductBrand,Gender,Price (INR),NumImages,Description,PrimaryColor
10002809,Qraa Men Pack of 2 Face And Beard Wash 100gm each,Qraa Men,Men,336,1,"What It Is?:Qraa Men Pack of 2 Face And Beard Wash 100gm eachWhat It Does?:It's essential to feel fresh while maintaining the perfect charming look. Qraa's invigorating Face and Beard Wash is formulated with an amazing blend of natural botanicals, vitamins, antioxidants, and cleansers to cleanse your handsome face and your glorious beard without over-drying. Qraa men face and beard wash is a great addition to any men's beard grooming regimen. This ace and Beard Wash leaves beard hair clean, refreshed and soft. This wash is enriched with Olive Oil and a touch of Jojoba Seed Oil to create a rich lather to remove dirt, oil, and impurities while naturally-derived conditioners help maintain shine and moisture. It is gentle on the skin and effective enough to work on a rough, coarse beard, the face wash is enriched with natural ingredients that provide deep cleansing, clear skin, and a soft beard.Features:Hydrates, soothes and helps firm the skinCleanses the beard and face without over-dryingProvides essential nourishing elements to the skin cellsHelps eliminate odour trapped in the beardIngredients:Salicylic Acid, Ginseng Root Extract, Pro-Vitamin B5, Rosemary Leaf Oil",
10013641,PARFAIT Plus Size Blue Lace Underwired Lightly Padded Plunge Bra P5351,PARFAIT,Women,1749,2,Blue lace half-coverage Plunge bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort,Blue
10000657,Lady Lyka Women Peach and Burgundy Pack of 2 Everyday Bras ENTIZER-11-PCH-WHN,Lady Lyka,Women,510,4,Pack of 2Peach and Burgundy solid medium-coverage Everyday braNon Padded and Non-Wired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Burgundy
10005937,Difference of Opinion Men Olive Green Printed Round Neck T-shirt,Difference of Opinion,Men,499,5,T-shirt, Green
10001573,Michael Kors Women Eau de Toilette 50 ml,Michael Kors,Women,5715,2,"NotesTop Notes: Freesia, incense and chinese osmanthusHeart Notes: Tuberose, lily, peony and orris rootBase Notes:Tahitian vetiver, musk and cashmere wood",
10003809,Homesake Gold-Toned & White Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1732,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and whitePattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb, White
10006069,ID Men Black Leather Formal Derbys,ID,Men,1627,5,"A pair of black round-toed formal derbys, has central lace-upsLeather upperCushioned footbedTextured PU outsole, has a stacked heelWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer", Black
10017501,Soie Brown Underwired Non Padded full coverage Everyday Bra FB-610CRIMSON,Soie,Women,693,5,Brown full-coverage Everyday bra Non Padded and Flexible Underwired seamless three layered cupsCushioned front straps with lace and back closureSandwiched brushed layer for no show apex, Red
10002079,GAS Women Navy Blue Regular Fit Mid-Rise Clean Look Stretchable Jeans,GAS,Women,3595,7,"Navy Blue dark wash 5-pocket mid-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",Blue
10003807,Homesake Gold-Toned & Navy Blue Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1890,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and navy bluePattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb,Blue
10004165,HIGHLANDER Men Navy Blue & Grey Slim Fit Striped Regular Trousers,HIGHLANDER,Men,1299,5,"Navy Blue and grey striped mid-rise regular trousers, has a button closure, four pockets",Blue
10013269,WITH Men Black Slim Fit Solid Casual Shirt,WITH,Men,684,5,"Black solid casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Black
10006075,ID Men Black Leather Formal Derbys,ID,Men,2685,5,"A pair of black round-toed formal derbys, has central lace-upsLeather upper, has a textured detailCushioned footbedTextured PU outsole, has a stacked heelWarranty: 3 months against manufacturing defect onlyWarranty provided by the brand owner / manufacturer", Black
10009637,SPYKAR Women White Alexa Super Skinny Fit High-Rise Clean Look Stretchable Ankle Jeans,SPYKAR,Women,1999,7,"White light wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops", White
10017093,ZUSH Plus Size Women Black Regular Fit Mid-Rise Clean Look Jeans,ZUSH,Women,1299,5,"Black dark wash five-pocket mid-rise jeans, clean look with heavy fade, has a button and zip closure, waistband with belt loops", Black
10017355,Story@home Mustard Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1199,5,Set content: 1 King bedsheet with 2 pillow coversQuality: SuperfineThread count: 210Colour: MustardPattern: Floral, Mustard
10017447,DKNY Unisex Gold & White Printed Large Trolley Bag,DKNY,Unisex,16225,7,"Gold and white printed large trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, zip lining , two compression straps with click clasps, one zip compartment on the flap with three zip pocketsWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", White
10017013,Campus Sutra Men Green & Navy Blue Regular Fit Checked Casual Shirt,Campus Sutra,Men,511,5,"Green and navy blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
10017053,Campus Sutra Men Navy & Grey Melange Standard Regular Fit Colourblocked Casual Shirt,Campus Sutra,Men,1299,5,"Navy blue and grey melange colourblocked casual shirt, has a mandarin collar, long sleeves, button placket, and curved hem", Grey
10017599,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,699,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10002785,JBN Creation Boys Maroon & Brown Sherwani Set,JBN Creation,Boys,1154,5,"Maroon and brown sherwaniMaroon woven design sherwani, has a mandarin collar, a full button placket, a welt pocket, multipple slitsComes with a pocket squareA pair of brown mid-rise pyjama with gathers and pleats, has an elasticated waistband", Brown
1000905,U.S. Polo Assn. Kids Boys Navy Hooded Sweatshirt,U.S. Polo Assn. Kids,Boys,1234,4,"Navy sweatshirt with applique', has an attached hood with drawstring 
fastening, a full press-button placket with a concealed full zip closure
 on the front, long sleeves with elbow patches, four pockets, and an 
inner fleece lining", Navy
10001445,Bvlgari Women Omnia Paraiba Eau De Toilette Perfume 65 ml,Bvlgari,Women,7000,2,"Bvlgari Omnia Paraiba Eau De Toilette captures the myriad scents of floral, fruity and tropical notes. Features: Top notes: passion fruit, bitter orangeHeart notes: Passion flower and Brazilian gardeniaBase notes: etiver and Cocoa.",
10013603,PARFAIT Plus Size Black Solid Underwired Lightly Padded Everyday Bra P5011,PARFAIT,Women,1819,5,Black solid medium-coverage everyday bra with lace detailLightly padded and underwired seamless cupsMultiway straps and back closureBack style: RegularFeature: Side Bone, Red
10013585,PARFAIT Plus Size Beige Self Design Underwired Non Padded Minimizer Bra P5272,PARFAIT,Women,1749,2,Beige self design full-coverage Minimizer braNon Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
10012865,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,4,A pair of silver-toned geometric solid cufflinksComes in a signature JEWEL JUNCTION case, Silver
10017417,DKNY Unisex Black Large Trolley Bag,DKNY,Unisex,13995,7,"Black textured large trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, an inner mesh zip compartment, two compression straps with click clasps and one zip compartment on the flap with a zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Black
1001423,DressBerry Off-White Sequinned Top,DressBerry,Women,699,5,"Off-white top, has a round neck, short sleeves, sequinned detail along the bodice, ruffled detail along the curved hem", White
10017719,Parx Men Blue Slim Fit Checked Casual Shirt,Parx,Men,734,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10014659,BuckleUp Women Blue Textured Belt,BuckleUp,Women,449,5,Blue textured beltSecured with a tang closureWarranty: 1 monthWarranty provided by brand/manufacturer,Blue
10003183,Gini and Jony Boys Black & White Regular Fit Printed Trousers,Gini and Jony,Boys,1049,3,"Black and white printed mid-rise trousers, hook and bar closure, and 4 pockets", Black
10013567,PARFAIT Plus Size Women Lavender Lace Boy Shorts 2805,PARFAIT,Women,899,2,"Lavender lace low-rise boy shorts, has an inner elasticated waistband with bow detailing, double layered gusset", Lavender
10001975,Bvlgari Goldea Women The Roman Night Eau De Parfum 75 ml,Bvlgari,Women,9750,3,The Roman Night Eau De Parfum, Gold
10017747,Parx Men Maroon Slim Fit Printed Casual Shirt,Parx,Men,717,5,"Maroon printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Maroon
10015929,ColorPlus Men Blue Regular Fit Checked Formal Trousers,ColorPlus,Men,1199,5,"Blue checked mid-rise formal trousers, has a button closure, four pockets",Blue
10017913,Parx Men Off-White & Blue Slim Fit Printed Casual Shirt,Parx,Men,764,5,"Off-white and blue printed casual shirt, has a spread collar, short sleeves, button placket, curved hem, one patch pocket",Blue
10004129,HIGHLANDER Men Grey Slim Fit Self Design Regular Trousers,HIGHLANDER,Men,1299,5,"Grey self-design mid-rise trousers, button closure and four pockets", Grey
10012919,Parx Men Beige Slim Fit Solid Regular Trousers,Parx,Men,919,5,"Beige solid mid-rise regular trousers, has a button closure, four pockets", Beige
10015983,Tokyo Talkies Women Green Solid Top,Tokyo Talkies,Women,699,5,"Green solid regular top,has v-neck,bell sleeves", Green
10014677,BuckleUp Women Tan Textured Belt,BuckleUp,Women,449,5,Tan textured beltReversible: NoStretchable: NoSecured with a tangWarranty: 1 monthWarranty provided by brand/manufacturer, Red
10009715,SPYKAR Women Black Alexa Super Skinny Fit High-Rise Clean Look Stretchable Jeans,SPYKAR,Women,1999,7,"Black dark wash 5-pocket high-rise jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops", Black
10012733,MIAH Decor Set Of 2 Ceramic Bowls,MIAH Decor,Unisex,989,4,Set Of 2 Ceramic Bowls Pattern: PrintedFinish: GlossyMaterial: Ceramic,
10012349,Lakme Absolute Matte Melt Liquid Lip Color - 21 Mauve Mix 6 ml,Lakme,Women,400,4,Lakme Absolute Matte Melt Liquid Lip ColorShade name: 21 Mauve Mix, Matte
10017079,Campus Sutra Men Blue & White Ombre-Dyed Henley Neck T-shirt,Campus Sutra,Men,699,5,"Blue and white ombre-dyed T-shirt, has a Henley neck, and short sleeves",Blue
10002675,Allen Solly Woman Women White Printed Top,Allen Solly Woman,Women,740,5,"White printed woven regular  top, has a round neck, and long sleeves", White
10003177,Palm Tree Girls Pink Solid Bomber Jacket,Palm Tree,Girls,1499,5,"Pink solid bomber jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and polyester lining", Pink
10013677,PARFAIT Plus Size Purple  Pink Lace Underwired Lightly Padded T-shirt Bra P5581,PARFAIT,Women,1189,3,Purple and pink lace medium-coverage T-shirt braLightly Padded and Underwired seamless cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
1001774,Arrow Taupe Tapered Fit Formal Trousers,Arrow,Men,1169,6,"A pair of taupe mid-rise formal trousers, has a zip fly with a button closure and a concealed hook-and-bar closure, an adjustable autoflex waistband with belt loops, four pockets, and adjustable hemsOur stylist has paired these trousers with a beltThis pair of trousers does not come with a belt ", Red
10012959,JEWEL JUNCTION Silver-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of silver-toned and black geometric printed cufflinksComes in a signature JEWEL JUNCTION case, Silver
10005885,Difference of Opinion Men Mustard Yellow Solid Round Neck T-shirt with Printed Detailing,Difference of Opinion,Men,499,5,"Mustard yellow solid T-shirt, has a round neck, and long sleeves", Yellow
10012497,AccessHer Women Gold-Plated & White Kundan-Studded Flower-Shaped Nosepin,AccessHer,Women,267,4," Oxidised gold-plated and white flower-shaped nosepin, has kundan-studded detail  Secured with a clip-on closure ", White
10004169,HIGHLANDER Men Grey & Black Striped Round Neck T-shirt,HIGHLANDER,Men,699,5,"Grey and Black striped T-shirt, has round neck, short sleeves", Black
10000775,Lady Lyka Women Pack of 2 Beginners Bras TEENAGER-RED-WHT,Lady Lyka,Women,425,5,Red and white solid medium-coverage beginners brasNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
10017441,DKNY Unisex Silver Medium Trolley Bag,DKNY,Unisex,12375,7,"Silver textured medium trolley bag, secured with a TSA lockOne handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsOne main zip compartment, an inner mesh zip compartment, two compression straps with click clasps and one zip compartment on the flap with a zip pocketWarranty: 5 yearsWarranty provided by Brand Owner / Manufacturer", Silver
10016679,Raymond Men Green Printed Polo Collar T-shirt,Raymond,Men,944,5,"Green printed T-shirt, has a polo collar, short sleeves", Green
10012371,Lakme Absolute Matte Melt Liquid Lip Color - 23 Pink Poison 6 ml,Lakme,Women,400,4,Lakme Absolute Matte Melt Liquid Lip ColorShade name: 23 Pink Poison, Pink
10012335,Lakme Absolute Mattreal Mousse Concealer - Caramel 04 9 g,Lakme,Women,480,5,Lakme Absolute Mattreal Mousse ConcealerShade name: Caramel 04,
10001931,DAVID BECKHAM Men Respect Eau De Toilette 90 ml,DAVID BECKHAM,Men,1740,3,"NotesTop notes: Grapefruit, Watermelon, Pink PepperHeart notes: Cardamom, Lavendin, BasilBase notes: Vetiver, Patchouli, Moss",
10014817,AccessHer Gold-Toned & Yellow Classic Drop Earrings,AccessHer,Women,540,4,Gold-Toned and Yellow Classic Earrings and gold-plated Secured with a post and back, Yellow
10002341,MANGO Women Black & Yellow Floral Print Layered Top,MANGO,Women,1596,6,"Black and yellow printed woven layered top, has a tie-up neck, sleeveless, and button closure", Red
10004325,Park Avenue Women Maroon Self Design Top,Park Avenue,Women,569,5,"Maroon self-design regular top, has a round neck, long sleeves, lace insert detail", Maroon
1000717,ahilya Maroon Gold-Plated Sterling Silver Hoop Earrings,ahilya,Women,5998,3,"A pair of maroon gold-plated sterling silver hoop earrings, has floral detail with multiple multifaceted stone embellishments, and a jhumki dangler with a cluster of beadsSecured with a stylised insert closure", Maroon
10014941,AccessHer Gold-Plated & Black Beaded Mangalsutra,AccessHer,Women,320,3,"Gold-plated and black beaded mangalsutra, handcrafted with vilandi Kundan, secured with an golden adustable chain", Black
10000747,Lady Lyka Women Beige and White Pack of 2 Beginners Bras ATHLETE-SKN-WHT-Multi,Lady Lyka,Women,425,5,Pack of 2 Beige and white solid medium-coverage beginners braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, White
10017391,Story@home Blue & Pink Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1199,4,Set content: 1 King bedsheet with 2 pillow coversQuality: SuperfineThread count: 210Colour: Blue and PinkPattern: Floral,Blue
10015151,Urban Dog Men Charcoal Black Printed Regular Fit Sports Shorts,Urban Dog,Men,399,5,"Charcoal balack printed mid-rise sports shorts, has two pockets, a drawstring closure", Black
10006081,ID Men Beige Solid Leather Mid-Top Flat Boots,ID,Men,3285,5,"A pair of round-toe beige flat boots, has mid-top styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Beige
10017167,Carrera Men Tan Brown Flat Boots,Carrera,Men,5299,5,"A pair of round-toe tan brown flat boots, has regular styling, lace-up detailSynthetic Leather upperCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Brown
10017347,Story@home Olive Green & Grey Geometric 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1399,5,Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: Olive Green and GreyPattern: Geometric, Green
10017031,Campus Sutra Men Red & Black Standard Regular Fit Checked Casual Shirt,Campus Sutra,Men,699,5,"Red and black checked casual shirt, has a spread collar, short sleeves, button placket, and curved hem", Red
10003277,Gini and Jony Boys Black Regular Fit Solid Chinos,Gini and Jony,Boys,839,3,"Black solid mid-rise chinos, has hook-and-bar and zip closure, 5 pockets", Black
10017363,Story@home Green & White Floral 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1199,5,Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: Green and WhitePattern: Floral, Green
10017439,DKNY Unisex Maroon Solid Leather Backpack with Pouch,DKNY,Unisex,9765,7,Maroon backpackPadded haul loop3 and more main compartments with zip closurePadded backZip PocketPadded shoulder strap: PaddedWater-resistance: Yes       Comes with a pouchWarranty: 5 yearsWarranty provided by brand/manufacturer, Maroon
10000553,Parx Men Khaki Tapered Fit Solid Regular Trousers,Parx,Men,804,5,"Khaki solid mid-rise regular trousers, has a button closure, four pockets", Red
10017481,Soie Green Self Design Underwired Non Padded Everyday Bra FB-610,Soie,Women,728,5,Green full-coverage Everyday bra Non Padded and Flexible Underwired seamless three layered cupsCushioned front straps with lace and back closureSandwiched brushed layer for no show apex, Green
10012373,Raymond Men Maroon Striped Polo Collar T-shirt,Raymond,Men,999,5,"Maroon striped T-shirt, has polo collar, short sleeves", Maroon
10012355,Lakme Absolute Matte Melt Liquid Lip Color - 15 Rose Love 6 ml,Lakme,Women,400,4,Lakme Absolute Matte Melt Liquid Lip ColorShade name: 15 Rose Love, Matte
10003051,Gini and Jony Girls Navy Blue Denim Striped Pinafore Dress,Gini and Jony,Girls,1539,3,"Navy blue striped denim woven pinafore dress, has adjustable shoulder straps, sleeveless, concealed zip closure, and flared hem",Blue
10013691,PARFAIT Plus Size Black Solid Underwired Lightly Padded Everyday Bra 4815,PARFAIT,Women,1609,4,Black solid medium-coverage Everyday bra Lightly Padded and Underwired seamless cups Multiway straps and back closure Back style: Regular Feature: All Day Comfort, Red
10017847,Parx Men White & Blue Slim Fit Printed Casual Shirt,Parx,Men,639,5,"White and blue printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10015167,Urban Dog Men Black Printed Regular Fit Sports Shorts,Urban Dog,Men,399,5,"Black printed mid-rise sports shorts, has two pockets, a drawstring closure", Black
10017043,Campus Sutra Men Blue Standard Regular Fit Checked Casual Shirt,Campus Sutra,Men,599,5,"Blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, and 1 patch pocket",Blue
10016271,EthnoVogue Women Coral Pink & Orange Printed Made to Measure Printed Maxi Dress,EthnoVogue,Women,4573,6,"Coral pink and orange printed made to measure maxi dressCoral pink and orange printed made to measure maxi dress, has a round-neck, short sleeves,  concealed side zip closure, padded cups, has embellished detailing, attached lining with mesh detailing, flared hemWhat is Made to Measure? Customised gown according to your Bust and Length. So please refer to the Size Chart to pick your perfect size.How to measure bust?Measure under your arms and around your chest to find your bust size in inchesHow to measure Gown length?Measure from shoulder till barefoot to find dress length in inches", Pink
10013487,PARFAIT Plus Size Black Solid Underwired Lightly Padded T-shirt Bra 4812,PARFAIT,Women,1609,2,Black solid medium-coverage T-shirt bra Lightly Padded and Underwired seamless cups Regular straps and back closure Back style: Regular Feature: All Day Comfort, Red
10000811,Lady Lyka Women Brown and Grey Pack of 2 Everyday Bras COULOUR-POP-BRN-GRY,Lady Lyka,Women,425,5,Pack of 2 Brown and grey solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Brown
10013707,PARFAIT Plus Size Women Navy Blue Solid Hipster Brief P5645,PARFAIT,Women,899,3,"Navy blue solid low-rise hipster briefs with lace detail, has an inner elasticated waistband, double layered gusset",Blue
10015985,Tokyo Talkies Women Burgundy Solid Top,Tokyo Talkies,Women,293,5,Burgundy solid regular  fit, Burgundy
10017651,Parx Men Blue & Yellow Slim Fit Checked Casual Shirt,Parx,Men,839,5,"Blue and yellow checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10002753,ROMEE Grey & Red Floral AC Room 300 GSM Single Bed Dohar,ROMEE,Unisex,1999,5,Set content: Single bed dohar  Usage: AC Room  GSM: 300  Colour: Grey and Red  Pattern: Floral Dohar, Red
10017113,ZUSH Plus Size Women Black Regular Fit Mid-Rise Clean Look Jeans,ZUSH,Women,1249,5,"Black dark wash five-pocket mid-rise jeans, clean look with heavy fade, has a button and zip closure, waistband with belt loops", Black
10000697,Lady Lyka Women Maroon and Beige Pack of 2 Everyday Bras MONALISA-MRN-SKN-Multi,Lady Lyka,Women,593,4,Pack of 2 Maroon and beige solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Beige
10013243,TAYHAA White Solid Rectangular Photo Frame,TAYHAA,Unisex,350,4,Set Content: 1 photo frame Colour: White Frame Pattern: Solid Shape: Rectangular Type: Single Material: Acrylic , White
10003303,Gini and Jony Boys Navy Blue Slim Fit Printed Regular Trousers,Gini and Jony,Boys,1189,3,"Navy Blue printed mid-rise knitted regular trousers, button closure, zip fly and 5 pockets",Blue
10013787,Ishin Women Red & Gold-Toned Hem Design Wide Leg Palazzos,Ishin,Women,524,5,"A pair of Red and Golden hem design woven wide leg fit Palazzos, opaque, and slip-on closure", Red
10001425,Shoe Couture Women White & Black Applique Detail Sneakers,Shoe Couture,Women,1214,7,"A pair of round-toe white & black sneakers, has regular styling, lace-up detailSynthetic upper with applique detailCushioned footbedTextured and patterned outsoleWarranty: 1 monthWarranty provided by brand/manufacturer", Black
10012725,MIAH Decor Multicoloured Coffee Mugs Cum Serving Tea Cups Set,MIAH Decor,Unisex,974,4,Pattern: PrintedFinish: GlossyMaterial: Ceramic, Red
10017587,Parx Men Red & Blue Slim Fit Checked Casual Shirt,Parx,Men,779,5,"Red and blue checked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10014735,WITH Men Pack of 2 Printed Pure Cotton Boxers WB43-WB54,WITH,Men,612,5,"Pack of two printed regular-fit boxers in green and blue, each has an inner elasticated waistband, button fly, slip-on closure",
10013519,PARFAIT Plus Size Red Lace Underwired Non Padded Everyday Bra P5392,PARFAIT,Women,1679,2,Red lace medium-coverage Everyday braNon Padded and Underwired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, Red
10013727,PARFAIT Plus Size Women Navy Blue  White Solid Bikini Briefs PP503,PARFAIT,Women,499,3,"Navy blue and white solid bikini briefs with lace detail, has an elasticated waistband with bow detailing, double layered gusset",Blue
10011181,HARBORNBAY Men Navy Blue & Grey Striped Henley Neck T-shirt,HARBORNBAY,Men,448,5,"Navy Blue and Grey striped T-shirt, has a Henley neck, button closure and short sleeves",Blue
10005911,Difference of Opinion Men Black Printed Round Neck T-shirt,Difference of Opinion,Men,499,5,"Black printed T-shirt, has a round neck, long sleeves", Black
10009771,SPYKAR Women Blue Alicia Super Skinny Fit Low-Rise Clean Look Stretchable Cropped Jeans,SPYKAR,Women,989,7,"Blue light wash 5-pocket low-rise cropped jeans, clean look, heavy fade, has a button and zip closure, and waistband with belt loops",Blue
10012909,Parx Men Blue Slim Fit Self Design Regular Trousers,Parx,Men,879,5,"Blue self-design mid-rise regular trousers, has a button closure, four pockets",Blue
10000729,Lady Lyka Women Beige and White Pack of 2 Everyday Bras SONAL-SKN-WHT-Multi,Lady Lyka,Women,678,5,Pack of 2 Beige and white solid medium-coverage Everyday braNon Padded and Non-Wired cut and sew cupsRegular straps and back closureBack style: RegularFeature: All Day Comfort, White
10005261,Gini and Jony Boys Navy Blue Dyed Printed Round Neck T-shirt,Gini and Jony,Boys,699,3,"Navy Blue dyed printed T-shirt, has a round neck, short sleeves, and 1 pocket",Blue
10003011,Palm Tree Girls Cream-Coloured & Yellow Floral Print A-Line Dress with Belt,Palm Tree,Girls,629,3,"Cream-Coloured, yellow and brown floral print woven A-line dress, has a round neck, short sleeves, button closure, and flared hemComes with a belt", Red
10015913,Raymond Men Grey Slim Fit Solid Formal Trousers,Raymond,Men,1299,5,"Grey solid mid-rise formal trousers, has a zip closure, four pockets", Grey
10012845,JEWEL JUNCTION Gold-Toned Geometric Cufflinks,JEWEL JUNCTION,Men,539,5,A pair of gold-toned geometric solid cufflinks, Gold
10017407,Story@home Multicoloured Geometric 210TC Cotton 1 King Bedsheet with 2 Pillow Covers,Story@home,Unisex,1399,4,Set content: 1 King bedsheet with 2 pillow coversQuality: FineThread count: 210Colour: MulticolouredPattern: Geometric, Red
10003085,Palm Tree Boys White & Grey Printed Polo Collar T-shirt,Palm Tree,Boys,629,4,"White and grey printed T-shirt, has a polo collar, and short sleeves", White
10009711,SPYKAR Women Blue Elissa Bootcut High-Rise Clean Look Stretchable Ankle Jeans,SPYKAR,Women,1099,7,"Blue dark wash 5-pocket high-rise jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",Blue
10006049,ID Men Beige Leather Derbys,ID,Men,2985,5,"A pair of round-toe beige derbys, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Beige
10015937,Keds Women Multicoloured Iridescent Effect Slip-On Sneakers,Keds,Women,3899,5,"A pair of round-toe multicoloured iridescent effect slip-on sneakers, has regular styling, slip-on detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Red
10017629,Parx Men Blue Slim Fit Colourblocked Casual Shirt,Parx,Men,759,5,"Blue colourblocked casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket",Blue
10004201,Parx Men Grey Solid Sweater,Parx,Men,944,5,"Grey solid sweater, has a V-neck, long sleeves, ribbed hem", Grey
10003823,Homesake Gold-Toned & Navy Blue Solid Handcrafted Table Lamp with Shade,Homesake,Unisex,1732,5,Type: Handcrafted Table Lamp with ShadeColour: Gold-Toned and navy bluePattern: SolidShape: FrustumShade material: FabricBase material: AluminiumBulb Holder Type: E27Switch Type: Toggle ButtonComes with bulb,Blue
10017743,Parx Men Grey Slim Fit Printed Casual Shirt,Parx,Men,759,5,"Grey printed casual shirt, has a spread collar, long sleeves, button placket,  curved hem, one patch pocket", Grey
10013421,SEJ by Nisha Gupta Blue & Pink Printed Wooden Open Dry Bin,SEJ by Nisha Gupta,Unisex,999,3,Set content: 1 open dry binColour: Blue and pinkPattern: Ethnic printShape: Rectangular,Blue
10002767,Rozia Women Hair Dryer HC8307,Rozia,Women,1091,5,What It Is?:Rozia Women Hair Dryer HC83073 heat + 2 speed settings: It has three variable heat settings and 2 speed settings to be of optimum useCool shot to set your style: cool shot releases cool hair to set the style in place and keep your hair in shapeHanging loop for easy storage: the travel hair dryer has a hanging loop guard for convenient storage and a variety of placement optionsRemovable filter: the removable air filter keeps your dryer working at peak efficiency and is easy to clean,
10006053,ID Men Olive Green Leather Derbys,ID,Men,2985,5,"A pair of round-toe olive green derbys, has regular styling, lace-up detailLeather upperCushioned footbedTextured and patterned outsoleWarranty: 3 monthsWarranty provided by brand/manufacturer", Green
10003439,Gini and Jony Girls Blue Printed Round Neck T-shirt,Gini and Jony,Girls,629,3,"Blue printed T-shirt, has a round neck, and short sleeves",Blue
10007597,her by invictus Women Red Cushioned Slip-Ons,her by invictus,Women,944,6,"A pair of pointed toe red slip-ons with comfort lining and foam cushioned footbed for your work-from-home needs. It has regular styling, slip-on detailSynthetic Suede upperFoam cushioned footbedTextured and patterned outsole", Red
10011163,HARBORNBAY Women Red & Silver Printed Round Neck T-shirt,HARBORNBAY,Women,401,5,"Red and Silver-toned printed T-shirt, has a round neck, and short sleeves", Red
10002869,Aj DEZInES Boys Red Printed Kurta with Pyjamas,Aj DEZInES,Boys,389,5,"Red printed kurta with pyjamas Red straight above knee kurta, has a mandarin collar, long sleeves, straight hem, side slitsRed  Solid pyjamas, has elasticated waistband, slip-on closure", Red
